Location,Bed,Bath,To-let From,Rent,Title,Region
"Comilla Sadar, Comilla",N/A,1,April Rent ,4500,"Sublet Room Rent Comilla Sadar, Comilla Room: 1, Bath: 1 To-let from:
                                April Rent : 4500 BDT Save Property Add to Compare",Chittagong
"Comilla Sadar, Comilla",3,1,April Rent ,4500,"Family House Rent Comilla Sadar, Comilla",Chittagong
"Comilla Sadar, Comilla",N/A,1,March Rent ,2800,"Sublet Room Rent Comilla Sadar, Comilla Room: 1, Bath: 1 To-let from:
                                March Rent : 2800 BDT Save Property Add to Compare",Chittagong
"Comilla Sadar, Comilla",3,2,April Rent ,10000,"Family House Rent Comilla Sadar, Comilla",Chittagong
"Cox's Bazar Sadar , Cox's Bazar",2,2,April Rent ,10000,"Family House Rent Cox's Bazar Sadar , Cox's Bazar",Chittagong
"Rumaliar Chara, Cox's Bazar Sadar",2,2,April Rent ,8500,"Family House Rent Rumaliar Chara, Cox's Bazar Sadar",Chittagong
"Cox's Bazar Sadar , Cox's Bazar",2,1,April Rent ,4500,"Family House Rent Cox's Bazar Sadar , Cox's Bazar",Chittagong
"Rumaliar Chara, Cox's Bazar Sadar",2,1,May Rent ,5500,"Family House Rent Rumaliar Chara, Cox's Bazar Sadar",Chittagong
"Moddopara, Brahmanbaria Sadar",3,2,May Rent ,9600,"Family House Rent Moddopara, Brahmanbaria Sadar",Chittagong
"Munsef Para, Brahmanbaria Sadar",3,2,April Rent ,8500,"Family House Rent Munsef Para, Brahmanbaria Sadar",Chittagong
"Brahmanbaria Sadar, Brahmanbaria",3,2,April Rent ,10000,"Family House Rent Brahmanbaria Sadar, Brahmanbaria",Chittagong
"Brahmanbaria Sadar, Brahmanbaria",2,1,April Rent ,4000,"Family House Rent Brahmanbaria Sadar, Brahmanbaria",Chittagong
"Brahmanbaria Sadar, Brahmanbaria",2,1,April Rent ,6000,"Family House Rent Brahmanbaria Sadar, Brahmanbaria",Chittagong
"Kandi Para, Brahmanbaria Sadar",3,1,May Rent ,6000,"Family House Rent Kandi Para, Brahmanbaria Sadar",Chittagong
"Brahmanbaria Sadar, Brahmanbaria",2,2,May Rent ,6000,"Family House Rent Brahmanbaria Sadar, Brahmanbaria",Chittagong
"College Para, Brahmanbaria Sadar",2,1,April Rent ,4700,"Family House Rent College Para, Brahmanbaria Sadar",Chittagong
"Pahartali, Cox's Bazar Sadar",2,1,April Rent ,10000,"Family House Rent Pahartali, Cox's Bazar Sadar",Chittagong
"Ukhia, Cox's Bazar",2,1,April Rent ,8000,"Family House Rent Ukhia, Cox's Bazar",Chittagong
"Cox's Bazar Sadar , Cox's Bazar",2,2,April Rent ,9000,"Family House Rent Cox's Bazar Sadar , Cox's Bazar",Chittagong
"Maijdee, Noakhali Sadar",2,1,April Rent ,6000,"Family House Rent Maijdee, Noakhali Sadar",Chittagong
"Patiya, Chittagong",2,2,April Rent ,6000,"Family House Rent Patiya, Chittagong",Chittagong
"Al Falah, Panchlaish",1,1,April Rent ,2100,"Bachelor Seat Rent Al Falah, Panchlaish",Chittagong
"Hali Shohor, Chittagong",2,1,April Rent ,7000,"Family House Rent Hali Shohor, Chittagong",Chittagong
"Agrabad, Doublemooring",2,2,April Rent ,15000,"Family House Rent Agrabad, Doublemooring",Chittagong
"Sholokbahar, Panchlaish",1,1,April Rent ,7000,"Family House Rent Sholokbahar, Panchlaish",Chittagong
"Chokbazar, Chittagong",1,1,March Rent ,1500,"Bachelor Seat Rent Chokbazar, Chittagong",Chittagong
"Nasirabad, Panchlaish",3,4,March Rent ,40000,"Family House Rent Nasirabad, Panchlaish",Chittagong
"Kulshi, Chittagong",2,1,April Rent ,12500,"Family House Rent Kulshi, Chittagong",Chittagong
"Kornafuli, Chittagong",2,2,April Rent ,6000,"Family House Rent Kornafuli, Chittagong",Chittagong
"Oxygen, Baijid bostami",3,4,May Rent ,15000,"Family House Rent Oxygen, Baijid bostami",Chittagong
"Cox's Bazar Sadar , Cox's Bazar",1,1,April Rent ,4000,"Family House Rent Cox's Bazar Sadar , Cox's Bazar",Chittagong
"Paik Para, Brahmanbaria Sadar",2,2,April Rent ,10000,"Family House Rent Paik Para, Brahmanbaria Sadar",Chittagong
"Brahmanbaria Sadar, Brahmanbaria",1,1,April Rent ,1400,"Bachelor Room Rent Brahmanbaria Sadar, Brahmanbaria",Chittagong
"Brahmanbaria Sadar, Brahmanbaria",2,1,March Rent ,4500,"Family House Rent Brahmanbaria Sadar, Brahmanbaria",Chittagong
"Oxygen, Baijid bostami",1,1,April Rent ,7000,"Family House Rent Oxygen, Baijid bostami",Chittagong
"Sholoshohor, Panchlaish",1,1,April Rent ,2280,"Bachelor Seat Rent Sholoshohor, Panchlaish",Chittagong
"Kotwali, Chittagong",1,1,March Rent ,7000,"Family Room Rent Kotwali, Chittagong",Chittagong
"Oxygen, Baijid bostami",3,3,April Rent ,16000,"Family House Rent Oxygen, Baijid bostami",Chittagong
"Baijid bostami, Chittagong",1,1,April Rent ,4500,"Bachelor Room Rent Baijid bostami, Chittagong",Chittagong
"Chokbazar, Chittagong",1,1,March Rent ,4500,"Bachelor Room Rent Chokbazar, Chittagong",Chittagong
"Chokbazar, Chittagong",3,2,May Rent ,22000,"Family Flat Rent Chokbazar, Chittagong",Chittagong
"Cox's Bazar Sadar , Cox's Bazar",2,1,April Rent ,7000,"Family House Rent Cox's Bazar Sadar , Cox's Bazar",Chittagong
"Cox's Bazar Sadar , Cox's Bazar",3,2,April Rent ,12000,"Family House Rent Cox's Bazar Sadar , Cox's Bazar",Chittagong
"Cox's Bazar Sadar , Cox's Bazar",3,2,March Rent ,10000,"Family House Rent Cox's Bazar Sadar , Cox's Bazar",Chittagong
"Feni Sadar, Feni",1,1,March Rent ,2000,"Bachelor Seat Rent Feni Sadar, Feni",Chittagong
"Brahmanbaria Sadar, Brahmanbaria",3,2,March Rent ,7500,"Family House Rent Brahmanbaria Sadar, Brahmanbaria",Chittagong
"Kawtoli, Brahmanbaria Sadar",N/A,1,March Rent ,3500,"Sublet Room Rent Kawtoli, Brahmanbaria Sadar Room: 1, Bath: 1 To-let from:
                                March Rent : 3500 BDT Save Property Add to Compare",Chittagong
"Brahmanbaria Sadar, Brahmanbaria",2,1,March Rent ,7000,"Family House Rent Brahmanbaria Sadar, Brahmanbaria",Chittagong
"Brahmanbaria Sadar, Brahmanbaria",2,1,March Rent ,7000,"Family House Rent Brahmanbaria Sadar, Brahmanbaria",Chittagong
"Brahmanbaria Sadar, Brahmanbaria",2,2,March Rent ,7600,"Family House Rent Brahmanbaria Sadar, Brahmanbaria",Chittagong
"Chandpur Sadar, Chandpur",2,1,March Rent ,6000,"Family House Rent Chandpur Sadar, Chandpur",Chittagong
"Chandpur Sadar, Chandpur",2,1,April Rent ,4000,"Family House Rent Chandpur Sadar, Chandpur",Chittagong
"Comilla Sadar, Comilla",2,1,March Rent ,6500,"Family House Rent Comilla Sadar, Comilla",Chittagong
"Chandpur Sadar, Chandpur",2,1,March Rent ,5000,"Family House Rent Chandpur Sadar, Chandpur",Chittagong
"Kulshi, Chittagong",3,4,March Rent ,65000,"Family House Rent Kulshi, Chittagong",Chittagong
"Cox's Bazar Sadar , Cox's Bazar",2,2,March Rent ,8500,"Family House Rent Cox's Bazar Sadar , Cox's Bazar",Chittagong
"Chandgaon, Chittagong",1,1,March Rent ,4000,"Bachelor Room Rent Chandgaon, Chittagong",Chittagong
"Chandgaon, Chittagong",3,2,March Rent ,19000,"Family House Rent Chandgaon, Chittagong",Chittagong
"Agrabad, Doublemooring",N/A,1,March Rent ,5800,"Sublet Seat Rent Agrabad, Doublemooring Seat: 1, Bath: 1 To-let from:
                                March Rent : 5800 BDT Save Property Add to Compare",Chittagong
"Bakolia, Chittagong",2,2,March Rent ,11000,"Family House Rent Bakolia, Chittagong",Chittagong
"Bahaddarhat, Chandgaon",2,1,March Rent ,7000,"Family House Rent Bahaddarhat, Chandgaon",Chittagong
"Agrabad, Doublemooring",2,2,March Rent ,10000,"Family House Rent Agrabad, Doublemooring",Chittagong
"Nasirabad, Panchlaish",2,2,April Rent ,13000,"Family House Rent Nasirabad, Panchlaish",Chittagong
"Lal Khan Bazar, Kulshi",2,2,March Rent ,12500,"Family House Rent Lal Khan Bazar, Kulshi",Chittagong
"Maijdee, Noakhali Sadar",2,1,April Rent ,5000,"Family House Rent Maijdee, Noakhali Sadar",Chittagong
"Bakolia, Chittagong",1,1,March Rent ,1350,"Bachelor Room Rent Bakolia, Chittagong",Chittagong
"Muradpur, Panchlaish",1,1,March Rent ,1750,"Bachelor Seat Rent Muradpur, Panchlaish",Chittagong
"Baijid bostami, Chittagong",1,1,March Rent ,1500,"Bachelor Seat Rent Baijid bostami, Chittagong",Chittagong
"Muradpur, Panchlaish",1,1,March Rent ,2230,"Bachelor Room Rent Muradpur, Panchlaish",Chittagong
"Oxygen, Baijid bostami",1,1,March Rent ,3700,"Bachelor Room Rent Oxygen, Baijid bostami",Chittagong
"Kulshi, Chittagong",1,1,March Rent ,2500,"Bachelor Seat Rent Kulshi, Chittagong",Chittagong
"Bahaddarhat, Chandgaon",1,1,March Rent ,1500,"Bachelor Seat Rent Bahaddarhat, Chandgaon",Chittagong
"Muradpur, Panchlaish",1,1,March Rent ,2040,"Bachelor Seat Rent Muradpur, Panchlaish",Chittagong
"Rampur, Hali Shohor",2,2,March Rent ,9500,"Family House Rent Rampur, Hali Shohor",Chittagong
"Muradpur, Panchlaish",1,1,March Rent ,2100,"Bachelor Seat Rent Muradpur, Panchlaish",Chittagong
"Oxygen, Baijid bostami",2,2,March Rent ,14000,"Family House Rent Oxygen, Baijid bostami",Chittagong
"Kulshi, Chittagong",1,1,March Rent ,2200,"Bachelor Seat Rent Kulshi, Chittagong",Chittagong
"Dewanhat, Doublemooring",1,1,April Rent ,9500,"Family House Rent Dewanhat, Doublemooring",Chittagong
"Chandgaon, Chittagong",2,1,March Rent ,7000,"Family House Rent Chandgaon, Chittagong",Chittagong
"Muradpur, Panchlaish",1,1,March Rent ,1800,"Bachelor Seat Rent Muradpur, Panchlaish",Chittagong
"Muradpur, Panchlaish",1,1,March Rent ,1800,"Bachelor Seat Rent Muradpur, Panchlaish",Chittagong
"Brahmanbaria Sadar, Brahmanbaria",2,1,March Rent ,4500,"Family House Rent Brahmanbaria Sadar, Brahmanbaria",Chittagong
"Barisal Sadar, Barisal",1,1,October Rent ,1300,"Bachelor Seat Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",1,1,October Rent ,1300,"Bachelor Seat Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",2,1,October Rent ,8000,"Family Flat Rent Barisal Sadar, Barisal",Barishal
"Rupatali, Barisal Sadar",2,1,October Rent ,8000,"Family Flat Rent Rupatali, Barisal Sadar",Barishal
"Kawnia, Barisal",1,1,October Rent ,3000,"Bachelor Seat Rent Kawnia, Barisal",Barishal
"Kawnia, Barisal",1,1,October Rent ,3000,"Bachelor Seat Rent Kawnia, Barisal",Barishal
"Kashipur, Barisal Sadar",3,2,October Rent ,3500,"Family Room Rent Kashipur, Barisal Sadar",Barishal
"Rupatali, Barisal Sadar",2,1,September Rent ,8000,"Family Flat Rent Rupatali, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",1,1,October Rent ,5000,"Family Room Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",N/A,1,October Rent ,3000,"Sublet Room Rent Barisal Sadar, Barisal Room: 1, Bath: 1 To-let from:
                                October Rent : 3000 BDT Save Property Add to Compare",Barishal
"Barisal Sadar, Barisal",1,1,September Rent ,700,"Bachelor Seat Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",3,3,October Rent ,21000,"Family Flat Rent Barisal Sadar, Barisal",Barishal
"Kawnia, Barisal",3,2,October Rent ,10500,"Family Flat Rent Kawnia, Barisal",Barishal
"Barisal Sadar, Barisal",1,1,September Rent ,2500,"Family Room Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",1,2,October Rent ,4000,"Bachelor Room Rent Barisal Sadar, Barisal",Barishal
"Nathullabad, Barisal Sadar",1,1,October Rent ,6000,"Family Unit Rent Nathullabad, Barisal Sadar",Barishal
"Rupatali, Barisal Sadar",2,1,September Rent ,5000,"Family House Rent Rupatali, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",1,1,September Rent ,2500,"Bachelor Seat Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",2,1,October Rent ,1300,"Bachelor Seat Rent Barisal Sadar, Barisal",Barishal
"Rupatali, Barisal Sadar",2,1,September Rent ,4500,"Family Flat Rent Rupatali, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",2,2,October Rent ,12000,"Family Flat Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",2,1,October Rent ,1300,"Bachelor Seat Rent Barisal Sadar, Barisal",Barishal
"Kawnia, Barisal",2,1,October Rent ,6500,"Family Flat Rent Kawnia, Barisal",Barishal
"Kawnia, Barisal",1,1,September Rent ,4500,"Family House Rent Kawnia, Barisal",Barishal
"Barisal Sadar, Barisal",2,1,September Rent ,6500,"Family Flat Rent Barisal Sadar, Barisal",Barishal
"Barguna Sadar, Barguna",1,1,September Rent ,200,"Family Room Rent Barguna Sadar, Barguna",Barishal
"Barguna Sadar, Barguna",N/A,1,September Rent ,2500,"Sublet Room Rent Barguna Sadar, Barguna Room: 2, Bath: 1 To-let from:
                                September Rent : 2500 BDT Save Property Add to Compare",Barishal
"Barguna Sadar, Barguna",2,1,September Rent ,4000,"Family Room Rent Barguna Sadar, Barguna",Barishal
"Barguna Sadar, Barguna",2,1,September Rent ,1200,"Bachelor Seat Rent Barguna Sadar, Barguna",Barishal
"Nathullabad, Barisal Sadar",1,1,September Rent ,5500,"Family Flat Rent Nathullabad, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",1,1,September Rent ,1500,"Bachelor Seat Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",1,1,September Rent ,1100,"Bachelor Seat Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",1,1,October Rent ,2350,"Bachelor Room Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",1,1,November Rent ,5000,"Bachelor Room Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",2,2,October Rent ,5500,"Family Flat Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",1,1,October Rent ,5000,"Family Room Rent Barisal Sadar, Barisal",Barishal
"Kazipara, Barisal Sadar",2,2,September Rent ,7000,"Family Flat Rent Kazipara, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",1,1,September Rent ,3000,"Bachelor Room Rent Barisal Sadar, Barisal",Barishal
"Rupatali, Barisal Sadar",2,1,October Rent ,4600,"Family Room Rent Rupatali, Barisal Sadar",Barishal
"Nathullabad, Barisal Sadar",2,1,October Rent ,4000,"Family Room Rent Nathullabad, Barisal Sadar",Barishal
"Nathullabad, Barisal Sadar",2,1,October Rent ,6500,"Family Room Rent Nathullabad, Barisal Sadar",Barishal
"Patuakhali Sadar, Patuakhali",1,1,September Rent ,4500,"Family House Rent Patuakhali Sadar, Patuakhali",Barishal
"Rupatali, Barisal Sadar",2,1,October Rent ,6500,"Family House Rent Rupatali, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",3,2,October Rent ,9500,"Family Flat Rent Barisal Sadar, Barisal",Barishal
"Nathullabad, Barisal Sadar",1,1,September Rent ,1750,"Bachelor Seat Rent Nathullabad, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",2,2,October Rent ,7500,"Family Room Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",1,1,September Rent ,1200,"Bachelor Seat Rent Barisal Sadar, Barisal",Barishal
"Kalibari Rd, Bhola Sadar",2,1,September Rent ,7000,"Family Room Rent Kalibari Rd, Bhola Sadar",Barishal
"Rupatali, Barisal Sadar",2,1,September Rent ,6000,"Family Flat Rent Rupatali, Barisal Sadar",Barishal
"Kashipur, Barisal Sadar",3,2,September Rent ,3500,"Family Room Rent Kashipur, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",1,1,September Rent ,2000,"Bachelor Seat Rent Barisal Sadar, Barisal",Barishal
"Nathullabad, Barisal Sadar",2,1,September Rent ,5200,"Family Flat Rent Nathullabad, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",1,1,September Rent ,3600,"Bachelor Seat Rent Barisal Sadar, Barisal",Barishal
"Rupatali, Barisal Sadar",1,1,September Rent ,4000,"Family Room Rent Rupatali, Barisal Sadar",Barishal
"Kawnia, Barisal",1,1,September Rent ,2000,"Family Room Rent Kawnia, Barisal",Barishal
"Nathullabad, Barisal Sadar",1,1,October Rent ,1500,"Bachelor Room Rent Nathullabad, Barisal Sadar",Barishal
"Kazipara, Barisal Sadar",1,1,October Rent ,10000,"Family Flat Rent Kazipara, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",1,1,October Rent ,7500,"Family Flat Rent Barisal Sadar, Barisal",Barishal
"Kawnia, Barisal",2,2,October Rent ,6500,"Family Room Rent Kawnia, Barisal",Barishal
"Rupatali, Barisal Sadar",1,1,September Rent ,100,"Bachelor Seat Rent Rupatali, Barisal Sadar",Barishal
"Bottola, Barguna Sadar",3,2,September Rent ,10000,"Family Flat Rent Bottola, Barguna Sadar",Barishal
"Barisal Sadar, Barisal",1,1,October Rent ,3500,"Family Room Rent Barisal Sadar, Barisal",Barishal
"Bangla Bazar, Barisal Sadar",2,2,October Rent ,10000,"Family Flat Rent Bangla Bazar, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",1,1,October Rent ,1600,"Bachelor Seat Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",1,1,September Rent ,1600,"Bachelor Seat Rent Barisal Sadar, Barisal",Barishal
"Rupatali, Barisal Sadar",2,1,September Rent ,6000,"Family Room Rent Rupatali, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",1,1,September Rent ,1200,"Bachelor Seat Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",1,1,September Rent ,1000,"Bachelor Room Rent Barisal Sadar, Barisal",Barishal
"Kazipara, Barisal Sadar",3,3,September Rent ,10000,"Bachelor Flat Rent Kazipara, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",2,2,October Rent ,5000,"Family Room Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",1,1,September Rent ,7500,"Family Flat Rent Barisal Sadar, Barisal",Barishal
"Kawnia, Barisal",1,1,September Rent ,1500,"Bachelor Room Rent Kawnia, Barisal",Barishal
"Barisal Sadar, Barisal",2,1,October Rent ,5000,"Family Room Rent Barisal Sadar, Barisal",Barishal
"Kawnia, Barisal",2,1,October Rent ,6000,"Family House Rent Kawnia, Barisal",Barishal
"Nathullabad, Barisal Sadar",2,1,September Rent ,4000,"Family Flat Rent Nathullabad, Barisal Sadar",Barishal
"Bangla Bazar, Barisal Sadar",2,1,September Rent ,5500,"Family Flat Rent Bangla Bazar, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",2,2,October Rent ,9000,"Family Flat Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",2,1,September Rent ,6000,"Family Room Rent Barisal Sadar, Barisal",Barishal
"Kazipara, Barisal Sadar",1,1,September Rent ,3200,"Bachelor Room Rent Kazipara, Barisal Sadar",Barishal
"Patuakhali Sadar, Patuakhali",2,2,September Rent ,8500,"Family House Rent Patuakhali Sadar, Patuakhali",Barishal
"Barisal Sadar, Barisal",1,1,September Rent ,6200,"Family Flat Rent Barisal Sadar, Barisal",Barishal
"Barguna Sadar, Barguna",1,1,September Rent ,1600,"Bachelor Seat Rent Barguna Sadar, Barguna",Barishal
"Patuakhali Sadar, Patuakhali",2,1,September Rent ,3000,"Bachelor Room Rent Patuakhali Sadar, Patuakhali",Barishal
"Patuakhali Sadar, Patuakhali",2,1,September Rent ,4000,"Family Room Rent Patuakhali Sadar, Patuakhali",Barishal
"Nathullabad, Barisal Sadar",2,2,September Rent ,6100,"Family Flat Rent Nathullabad, Barisal Sadar",Barishal
"Nathullabad, Barisal Sadar",1,1,September Rent ,3000,"Bachelor Room Rent Nathullabad, Barisal Sadar",Barishal
"Bangla Bazar, Barisal Sadar",1,2,September Rent ,8000,"Family Flat Rent Bangla Bazar, Barisal Sadar",Barishal
"Nathullabad, Barisal Sadar",2,1,September Rent ,5200,"Family Flat Rent Nathullabad, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",2,1,September Rent ,6500,"Family Flat Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",1,1,September Rent ,4500,"Bachelor Room Rent Barisal Sadar, Barisal",Barishal
"Kazipara, Barisal Sadar",3,1,September Rent ,5000,"Family Room Rent Kazipara, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",1,1,September Rent ,3000,"Bachelor Room Rent Barisal Sadar, Barisal",Barishal
"Nathullabad, Barisal Sadar",2,1,September Rent ,5200,"Family Flat Rent Nathullabad, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",1,1,September Rent ,1500,"Bachelor Seat Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",2,1,September Rent ,5500,"Family Room Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",2,2,September Rent ,9000,"Family Flat Rent Barisal Sadar, Barisal",Barishal
"Rupatali, Barisal Sadar",2,1,September Rent ,6500,"Family Room Rent Rupatali, Barisal Sadar",Barishal
"Kazipara, Barisal Sadar",1,1,September Rent ,1200,"Bachelor Seat Rent Kazipara, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",1,1,September Rent ,1500,"Bachelor Seat Rent Barisal Sadar, Barisal",Barishal
"Barisal Sadar, Barisal",N/A,1,September Rent ,4200,"Sublet Seat Rent Barisal Sadar, Barisal Seat: 1, Bath: 1 To-let from:
                                September Rent : 4200 BDT Save Property Add to Compare",Barishal
"Nathullabad, Barisal Sadar",1,1,September Rent ,1500,"Bachelor Seat Rent Nathullabad, Barisal Sadar",Barishal
"Barisal Sadar, Barisal",N/A,1,September Rent ,1300,"Sublet Room Rent Barisal Sadar, Barisal Room: 1, Bath: 1 To-let from:
                                September Rent : 1300 BDT Save Property Add to Compare",Barishal
"Barisal Sadar, Barisal",1,1,October Rent ,3000,"Bachelor Room Rent Barisal Sadar, Barisal",Barishal
"Kawnia, Barisal",2,2,October Rent ,9000,"Family Flat Rent Kawnia, Barisal",Barishal
"Barisal Sadar, Barisal",2,1,October Rent ,5000,"Family House Rent Barisal Sadar, Barisal",Barishal
"Nathullabad, Barisal Sadar",2,2,September Rent ,7000,"Family House Rent Nathullabad, Barisal Sadar",Barishal
