Location,Bed,Bath,To-let From,Rent,Title,Region,Month,SubArea,PropertyType
"Khulna Sadar, Khulna",2,1,September Rent ,5500,"Family House Rent Khulna Sadar, Khulna",Khulna,9,Khulna Sadar,Family
"Khulna Sadar, Khulna",1,1,August Rent ,1100,"Bachelor Seat Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Bachelor Seat
"Dolkhola, Khulna Sadar",1,1,August Rent ,1500,"Bachelor Seat Rent Dolkhola, Khulna Sadar",Khulna,8,Dolkhola,Bachelor Seat
"Tootpara, Khulna Sadar",2,1,August Rent ,6000,"Family House Rent Tootpara, Khulna Sadar",Khulna,8,Tootpara,Family
"New Market, Satkhira Sadar",2,1,August Rent ,4800,"Family Flat Rent New Market, Satkhira Sadar",Khulna,8,New Market,Family
"Magura Sadar, Magura",2,1,August Rent ,5500,"Family House Rent Magura Sadar, Magura",Khulna,8,Magura Sadar,Family
"Magura Sadar, Magura",2,1,August Rent ,3000,"Family House Rent Magura Sadar, Magura",Khulna,8,Magura Sadar,Family
"Kushtia Sadar, Kushtia",1,1,August Rent ,1000,"Bachelor Seat Rent Kushtia Sadar, Kushtia",Khulna,8,Kushtia Sadar,Bachelor Seat
"Kushtia Sadar, Kushtia",1,1,August Rent ,1550,"Bachelor Seat Rent Kushtia Sadar, Kushtia",Khulna,8,Kushtia Sadar,Bachelor Seat
"Mongol Baria, Kushtia Sadar",2,2,August Rent ,4300,"Family House Rent Mongol Baria, Kushtia Sadar",Khulna,8,Mongol Baria,Family
"Tali Para, Kushtia Sadar",1,1,August Rent ,1200,"Bachelor Seat Rent Tali Para, Kushtia Sadar",Khulna,8,Tali Para,Bachelor Seat
"Kushtia Sadar, Kushtia",1,1,August Rent ,1000,"Bachelor Seat Rent Kushtia Sadar, Kushtia",Khulna,8,Kushtia Sadar,Bachelor Seat
"Paglakanai, Jhenaidah Sadar",0,1,August Rent ,2200,"Sublet Room Rent Paglakanai, Jhenaidah Sadar Room: 1, Bath: 1 To-let from:
                                August Rent : 2200 BDT Save Property Add to Compare",Khulna,8,Paglakanai,Sublet
"Kanchannagar, Jhenaidah Sadar",2,2,September Rent ,7000,"Family Flat Rent Kanchannagar, Jhenaidah Sadar",Khulna,9,Kanchannagar,Family
"Hamdah, Jhenaidah Sadar",2,2,August Rent ,6200,"Family Flat Rent Hamdah, Jhenaidah Sadar",Khulna,8,Hamdah,Family
"Jhenaidah Sadar, Jhenaidah",2,2,August Rent ,6000,"Family House Rent Jhenaidah Sadar, Jhenaidah",Khulna,8,Jhenaidah Sadar,Family
"Arappur, Jhenaidah Sadar",2,1,August Rent ,4000,"Family Flat Rent Arappur, Jhenaidah Sadar",Khulna,8,Arappur,Family
"Dhormotola, Jessore Sadar",2,1,August Rent ,5000,"Family House Rent Dhormotola, Jessore Sadar",Khulna,8,Dhormotola,Family
"Jessore Sadar, Jessore",2,1,September Rent ,7000,"Family Flat Rent Jessore Sadar, Jessore",Khulna,9,Jessore Sadar,Family
"Chachra, Jessore Sadar",3,1,September Rent ,8000,"Family House Rent Chachra, Jessore Sadar",Khulna,9,Chachra,Family
"Jessore Sadar, Jessore",2,2,August Rent ,6500,"Family House Rent Jessore Sadar, Jessore",Khulna,8,Jessore Sadar,Family
"Jessore Sadar, Jessore",2,2,August Rent ,6000,"Family House Rent Jessore Sadar, Jessore",Khulna,8,Jessore Sadar,Family
"Jessore Sadar, Jessore",1,1,August Rent ,1350,"Bachelor Seat Rent Jessore Sadar, Jessore",Khulna,8,Jessore Sadar,Bachelor Seat
"Dhormotola, Jessore Sadar",2,1,August Rent ,5000,"Bachelor House Rent Dhormotola, Jessore Sadar",Khulna,8,Dhormotola,Other
"Khorki, Jessore Sadar",2,1,August Rent ,5500,"Bachelor Flat Rent Khorki, Jessore Sadar",Khulna,8,Khorki,Flat
"Islam Para, Chuadanga Sadar",2,2,August Rent ,5000,"Family Flat Rent Islam Para, Chuadanga Sadar",Khulna,8,Islam Para,Family
"Basabati, Bagerhat Sadar",2,1,August Rent ,5000,"Family House Rent Basabati, Bagerhat Sadar",Khulna,8,Basabati,Family
"Basabati, Bagerhat Sadar",1,1,August Rent ,3000,"Family House Rent Basabati, Bagerhat Sadar",Khulna,8,Basabati,Family
"Nirala, Khulna Sadar",1,1,August Rent ,1050,"Bachelor Seat Rent Nirala, Khulna Sadar",Khulna,8,Nirala,Bachelor Seat
"Khulna Sadar, Khulna",1,1,August Rent ,4000,"Family House Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Family
"Boyra, Khulna Sadar",1,1,August Rent ,5000,"Bachelor Room Rent Boyra, Khulna Sadar",Khulna,8,Boyra,Bachelor Room
"Tootpara, Khulna Sadar",1,1,August Rent ,2500,"Bachelor Room Rent Tootpara, Khulna Sadar",Khulna,8,Tootpara,Bachelor Room
"Nirala, Khulna Sadar",1,1,August Rent ,2000,"Bachelor Seat Rent Nirala, Khulna Sadar",Khulna,8,Nirala,Bachelor Seat
"Boyra, Khulna Sadar",1,1,August Rent ,1050,"Bachelor Seat Rent Boyra, Khulna Sadar",Khulna,8,Boyra,Bachelor Seat
"Khulna Sadar, Khulna",2,3,September Rent ,7500,"Family House Rent Khulna Sadar, Khulna",Khulna,9,Khulna Sadar,Family
"Moylapota, Khulna Sadar",1,1,August Rent ,1400,"Bachelor Seat Rent Moylapota, Khulna Sadar",Khulna,8,Moylapota,Bachelor Seat
"Tootpara, Khulna Sadar",2,2,August Rent ,8000,"Family House Rent Tootpara, Khulna Sadar",Khulna,8,Tootpara,Family
"Boyra, Khulna Sadar",2,2,August Rent ,7000,"Family House Rent Boyra, Khulna Sadar",Khulna,8,Boyra,Family
"Khalishpur, Khulna",2,1,September Rent ,6000,"Family Flat Rent Khalishpur, Khulna",Khulna,9,Khalishpur,Family
"Boyra, Khulna Sadar",0,1,August Rent ,3800,"Sublet Room Rent Boyra, Khulna Sadar Room: 1, Bath: 1 To-let from:
                                August Rent : 3800 BDT Save Property Add to Compare",Khulna,8,Boyra,Sublet
"Bagmara, Khulna Sadar",2,1,August Rent ,4500,"Family House Rent Bagmara, Khulna Sadar",Khulna,8,Bagmara,Family
"Sonadanga, Khulna",3,2,August Rent ,8000,"Family House Rent Sonadanga, Khulna",Khulna,8,Sonadanga,Family
"Sonadanga, Khulna",2,2,September Rent ,7000,"Family House Rent Sonadanga, Khulna",Khulna,9,Sonadanga,Family
"Khulna Sadar, Khulna",1,1,September Rent ,6000,"Family House Rent Khulna Sadar, Khulna",Khulna,9,Khulna Sadar,Family
"Boyra, Khulna Sadar",1,1,August Rent ,2600,"Family House Rent Boyra, Khulna Sadar",Khulna,8,Boyra,Family
"Khulna Sadar, Khulna",2,1,August Rent ,6500,"Family House Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Family
"Khulna Sadar, Khulna",2,1,August Rent ,5000,"Family House Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Family
"Boyra, Khulna Sadar",2,2,August Rent ,9000,"Family House Rent Boyra, Khulna Sadar",Khulna,8,Boyra,Family
"Sonadanga, Khulna",2,2,August Rent ,8500,"Family House Rent Sonadanga, Khulna",Khulna,8,Sonadanga,Family
"Tootpara, Khulna Sadar",2,2,September Rent ,4800,"Family House Rent Tootpara, Khulna Sadar",Khulna,9,Tootpara,Family
"Khulna Sadar, Khulna",2,1,August Rent ,7000,"Family House Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Family
"Khulna Sadar, Khulna",2,2,September Rent ,9500,"Family House Rent Khulna Sadar, Khulna",Khulna,9,Khulna Sadar,Family
"Sonadanga, Khulna",2,1,August Rent ,7000,"Family House Rent Sonadanga, Khulna",Khulna,8,Sonadanga,Family
"Nirala, Khulna Sadar",2,1,August Rent ,7000,"Family House Rent Nirala, Khulna Sadar",Khulna,8,Nirala,Family
"Tootpara, Khulna Sadar",2,2,September Rent ,9000,"Family House Rent Tootpara, Khulna Sadar",Khulna,9,Tootpara,Family
"Sonadanga, Khulna",2,2,August Rent ,11000,"Family House Rent Sonadanga, Khulna",Khulna,8,Sonadanga,Family
"Khulna Sadar, Khulna",2,2,August Rent ,8000,"Family House Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Family
"Goborchaka, Khulna Sadar",2,1,August Rent ,6500,"Family House Rent Goborchaka, Khulna Sadar",Khulna,8,Goborchaka,Family
"Boyra, Khulna Sadar",2,2,August Rent ,8000,"Family House Rent Boyra, Khulna Sadar",Khulna,8,Boyra,Family
"Khulna Sadar, Khulna",2,1,August Rent ,5000,"Family House Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Family
"Boyra, Khulna Sadar",2,2,September Rent ,7500,"Family House Rent Boyra, Khulna Sadar",Khulna,9,Boyra,Family
"Khulna Sadar, Khulna",1,2,August Rent ,5500,"Family House Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Family
"Moylapota, Khulna Sadar",1,1,August Rent ,3000,"Bachelor Room Rent Moylapota, Khulna Sadar",Khulna,8,Moylapota,Bachelor Room
"Tootpara, Khulna Sadar",2,2,August Rent ,9500,"Family House Rent Tootpara, Khulna Sadar",Khulna,8,Tootpara,Family
"Pabohati, Jhenaidah Sadar",3,2,August Rent ,7000,"Family House Rent Pabohati, Jhenaidah Sadar",Khulna,8,Pabohati,Family
"Kushtia Sadar, Kushtia",1,1,August Rent ,1300,"Bachelor Seat Rent Kushtia Sadar, Kushtia",Khulna,8,Kushtia Sadar,Bachelor Seat
"Satkhira Sadar, Satkhira",1,1,August Rent ,1700,"Bachelor House Rent Satkhira Sadar, Satkhira",Khulna,8,Satkhira Sadar,Other
"Chuadanga Sadar, Chuadanga",2,2,August Rent ,5000,"Family House Rent Chuadanga Sadar, Chuadanga",Khulna,8,Chuadanga Sadar,Family
"Chuadanga Sadar, Chuadanga",1,1,August Rent ,2600,"Bachelor Flat Rent Chuadanga Sadar, Chuadanga",Khulna,8,Chuadanga Sadar,Flat
"Chachra, Jessore Sadar",1,1,August Rent ,6000,"Family House Rent Chachra, Jessore Sadar",Khulna,8,Chachra,Family
"Jessore Sadar, Jessore",2,2,August Rent ,5000,"Family House Rent Jessore Sadar, Jessore",Khulna,8,Jessore Sadar,Family
"Jessore Sadar, Jessore",1,1,August Rent ,4000,"Family Flat Rent Jessore Sadar, Jessore",Khulna,8,Jessore Sadar,Family
"Jessore Sadar, Jessore",2,2,August Rent ,6000,"Family House Rent Jessore Sadar, Jessore",Khulna,8,Jessore Sadar,Family
"Jessore Sadar, Jessore",2,2,August Rent ,6000,"Family Flat Rent Jessore Sadar, Jessore",Khulna,8,Jessore Sadar,Family
"Khorki, Jessore Sadar",2,2,August Rent ,7000,"Family Flat Rent Khorki, Jessore Sadar",Khulna,8,Khorki,Family
"Jessore Sadar, Jessore",2,1,August Rent ,6500,"Family House Rent Jessore Sadar, Jessore",Khulna,8,Jessore Sadar,Family
"Bajpara, Jessore Sadar",1,1,August Rent ,4000,"Family Unit Rent Bajpara, Jessore Sadar",Khulna,8,Bajpara,Family
"Jessore Sadar, Jessore",2,1,August Rent ,6000,"Family Flat Rent Jessore Sadar, Jessore",Khulna,8,Jessore Sadar,Family
"Sheikhhati, Jessore Sadar",2,1,August Rent ,5000,"Family House Rent Sheikhhati, Jessore Sadar",Khulna,8,Sheikhhati,Family
"Khorki, Jessore Sadar",1,1,August Rent ,1250,"Bachelor Seat Rent Khorki, Jessore Sadar",Khulna,8,Khorki,Bachelor Seat
"Sonadanga, Khulna",1,1,August Rent ,3000,"Bachelor Seat Rent Sonadanga, Khulna",Khulna,8,Sonadanga,Bachelor Seat
"Nirala, Khulna Sadar",1,1,August Rent ,1250,"Bachelor Seat Rent Nirala, Khulna Sadar",Khulna,8,Nirala,Bachelor Seat
"Boyra, Khulna Sadar",2,2,August Rent ,7700,"Family House Rent Boyra, Khulna Sadar",Khulna,8,Boyra,Family
"PTI More, Khulna Sadar",1,1,August Rent ,1800,"Bachelor Seat Rent PTI More, Khulna Sadar",Khulna,8,PTI More,Bachelor Seat
"Boyra, Khulna Sadar",2,2,September Rent ,8500,"Family House Rent Boyra, Khulna Sadar",Khulna,9,Boyra,Family
"Sonadanga, Khulna",2,2,August Rent ,6500,"Family House Rent Sonadanga, Khulna",Khulna,8,Sonadanga,Family
"Sonadanga, Khulna",1,1,August Rent ,7000,"Bachelor House Rent Sonadanga, Khulna",Khulna,8,Sonadanga,Other
"Doshani, Bagerhat Sadar",3,2,August Rent ,7500,"Family House Rent Doshani, Bagerhat Sadar",Khulna,8,Doshani,Family
"Bagerhat Sadar, Bagerhat",2,1,August Rent ,4000,"Family House Rent Bagerhat Sadar, Bagerhat",Khulna,8,Bagerhat Sadar,Family
"Boyra, Khulna Sadar",1,1,August Rent ,2500,"Bachelor Seat Rent Boyra, Khulna Sadar",Khulna,8,Boyra,Bachelor Seat
"Khulna Sadar, Khulna",1,1,August Rent ,2000,"Bachelor Seat Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Bachelor Seat
"Bagmara, Khulna Sadar",2,1,August Rent ,6000,"Family Flat Rent Bagmara, Khulna Sadar",Khulna,8,Bagmara,Family
"Daulatpur, Khulna",2,1,August Rent ,7500,"Family House Rent Daulatpur, Khulna",Khulna,8,Daulatpur,Family
"Nirala, Khulna Sadar",3,3,August Rent ,14500,"Family House Rent Nirala, Khulna Sadar",Khulna,8,Nirala,Family
"Nirala, Khulna Sadar",2,1,August Rent ,7500,"Family House Rent Nirala, Khulna Sadar",Khulna,8,Nirala,Family
"Gollamari, Khulna Sadar",1,1,August Rent ,1500,"Bachelor Seat Rent Gollamari, Khulna Sadar",Khulna,8,Gollamari,Bachelor Seat
"Sonadanga, Khulna",2,2,August Rent ,6000,"Family House Rent Sonadanga, Khulna",Khulna,8,Sonadanga,Family
"Boyra, Khulna Sadar",1,1,August Rent ,1250,"Bachelor Seat Rent Boyra, Khulna Sadar",Khulna,8,Boyra,Bachelor Seat
"Khulna Sadar, Khulna",1,1,August Rent ,2100,"Bachelor Seat Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Bachelor Seat
"Nirala, Khulna Sadar",2,3,August Rent ,14000,"Family Flat Rent Nirala, Khulna Sadar",Khulna,8,Nirala,Family
"Khulna Sadar, Khulna",2,1,August Rent ,6000,"Family House Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Family
"Khulna Sadar, Khulna",2,1,August Rent ,5000,"Family House Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Family
"Sonadanga, Khulna",2,2,August Rent ,12500,"Family House Rent Sonadanga, Khulna",Khulna,8,Sonadanga,Family
"Boyra, Khulna Sadar",2,1,August Rent ,4500,"Family House Rent Boyra, Khulna Sadar",Khulna,8,Boyra,Family
"Mistrypara, Khulna Sadar",2,1,August Rent ,6000,"Family House Rent Mistrypara, Khulna Sadar",Khulna,8,Mistrypara,Family
"Gollamari, Khulna Sadar",0,1,August Rent ,4000,"Sublet Room Rent Gollamari, Khulna Sadar Room: 1, Bath: 1 To-let from:
                                August Rent : 4000 BDT Save Property Add to Compare",Khulna,8,Gollamari,Sublet
"Sonadanga, Khulna",2,1,August Rent ,7000,"Family House Rent Sonadanga, Khulna",Khulna,8,Sonadanga,Family
"Khulna Sadar, Khulna",1,1,August Rent ,4000,"Family House Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Family
"Tootpara, Khulna Sadar",2,1,August Rent ,4500,"Family House Rent Tootpara, Khulna Sadar",Khulna,8,Tootpara,Family
"Boyra, Khulna Sadar",3,2,August Rent ,11000,"Bachelor House Rent Boyra, Khulna Sadar",Khulna,8,Boyra,Other
"Mistrypara, Khulna Sadar",2,1,August Rent ,5000,"Bachelor House Rent Mistrypara, Khulna Sadar",Khulna,8,Mistrypara,Other
"Gollamari, Khulna Sadar",2,2,August Rent ,7000,"Family House Rent Gollamari, Khulna Sadar",Khulna,8,Gollamari,Family
"Bania Khamar, Khulna Sadar",2,2,August Rent ,8000,"Family Flat Rent Bania Khamar, Khulna Sadar",Khulna,8,Bania Khamar,Family
"Sonadanga, Khulna",1,1,August Rent ,4500,"Bachelor Room Rent Sonadanga, Khulna",Khulna,8,Sonadanga,Bachelor Room
"Tootpara, Khulna Sadar",2,1,August Rent ,5500,"Family House Rent Tootpara, Khulna Sadar",Khulna,8,Tootpara,Family
"Tootpara, Khulna Sadar",2,2,August Rent ,4500,"Family House Rent Tootpara, Khulna Sadar",Khulna,8,Tootpara,Family
"Boyra, Khulna Sadar",1,1,July Rent ,4500,"Family House Rent Boyra, Khulna Sadar",Khulna,7,Boyra,Family
"Khulna Sadar, Khulna",2,2,August Rent ,9000,"Family House Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Family
"Khulna Sadar, Khulna",1,1,August Rent ,3300,"Family House Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Family
"Boyra, Khulna Sadar",1,1,August Rent ,5000,"Family House Rent Boyra, Khulna Sadar",Khulna,8,Boyra,Family
"Jamtola, Kushtia Sadar",1,1,August Rent ,1100,"Bachelor Seat Rent Jamtola, Kushtia Sadar",Khulna,8,Jamtola,Bachelor Seat
"Kushtia Sadar, Kushtia",1,1,August Rent ,1250,"Bachelor Seat Rent Kushtia Sadar, Kushtia",Khulna,8,Kushtia Sadar,Bachelor Seat
"Kushtia Sadar, Kushtia",3,2,August Rent ,11500,"Family Flat Rent Kushtia Sadar, Kushtia",Khulna,8,Kushtia Sadar,Family
"Magura Sadar, Magura",3,2,August Rent ,8500,"Family Flat Rent Magura Sadar, Magura",Khulna,8,Magura Sadar,Family
"Kushtia Sadar, Kushtia",0,1,August Rent ,3200,"Sublet Room Rent Kushtia Sadar, Kushtia Room: 1, Bath: 1 To-let from:
                                August Rent : 3200 BDT Save Property Add to Compare",Khulna,8,Kushtia Sadar,Sublet
"Bagerhat Sadar, Bagerhat",2,3,August Rent ,2500,"Bachelor House Rent Bagerhat Sadar, Bagerhat",Khulna,8,Bagerhat Sadar,Other
"Bagerhat Sadar, Bagerhat",1,1,July Rent ,2000,"Bachelor Room Rent Bagerhat Sadar, Bagerhat",Khulna,7,Bagerhat Sadar,Bachelor Room
"Hospital Para, Chuadanga Sadar",2,1,July Rent ,4000,"Family House Rent Hospital Para, Chuadanga Sadar",Khulna,7,Hospital Para,Family
"Chuadanga Sadar, Chuadanga",1,1,July Rent ,1350,"Bachelor Seat Rent Chuadanga Sadar, Chuadanga",Khulna,7,Chuadanga Sadar,Bachelor Seat
"Jessore Sadar, Jessore",1,1,August Rent ,4500,"Family House Rent Jessore Sadar, Jessore",Khulna,8,Jessore Sadar,Family
"Jessore Sadar, Jessore",2,1,August Rent ,4000,"Family House Rent Jessore Sadar, Jessore",Khulna,8,Jessore Sadar,Family
"Jessore Sadar, Jessore",2,2,August Rent ,6500,"Family Flat Rent Jessore Sadar, Jessore",Khulna,8,Jessore Sadar,Family
"Bajpara, Jessore Sadar",1,1,July Rent ,1100,"Bachelor Seat Rent Bajpara, Jessore Sadar",Khulna,7,Bajpara,Bachelor Seat
"Kazipara, Jessore Sadar",2,1,August Rent ,6000,"Family House Rent Kazipara, Jessore Sadar",Khulna,8,Kazipara,Family
"Jessore Sadar, Jessore",1,1,July Rent ,4000,"Bachelor Flat Rent Jessore Sadar, Jessore",Khulna,7,Jessore Sadar,Flat
"Jessore Sadar, Jessore",2,2,August Rent ,5500,"Family Flat Rent Jessore Sadar, Jessore",Khulna,8,Jessore Sadar,Family
"Khorki, Jessore Sadar",1,1,August Rent ,790,"Bachelor Seat Rent Khorki, Jessore Sadar",Khulna,8,Khorki,Bachelor Seat
"Khorki, Jessore Sadar",1,1,July Rent ,1400,"Bachelor Room Rent Khorki, Jessore Sadar",Khulna,7,Khorki,Bachelor Room
"Jhenaidah Sadar, Jhenaidah",1,1,August Rent ,1000,"Bachelor Seat Rent Jhenaidah Sadar, Jhenaidah",Khulna,8,Jhenaidah Sadar,Bachelor Seat
"Jhenaidah Sadar, Jhenaidah",2,1,August Rent ,4500,"Family Flat Rent Jhenaidah Sadar, Jhenaidah",Khulna,8,Jhenaidah Sadar,Family
"Sonadanga, Khulna",2,2,August Rent ,9000,"Family House Rent Sonadanga, Khulna",Khulna,8,Sonadanga,Family
"Bagmara, Khulna Sadar",2,1,September Rent ,5000,"Family House Rent Bagmara, Khulna Sadar",Khulna,9,Bagmara,Family
"Boyra, Khulna Sadar",0,1,August Rent ,4000,"Sublet Room Rent Boyra, Khulna Sadar Room: 1, Bath: 1 To-let from:
                                August Rent : 4000 BDT Save Property Add to Compare",Khulna,8,Boyra,Sublet
"Khulna Sadar, Khulna",1,1,August Rent ,7000,"Family House Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Family
"Nirala, Khulna Sadar",1,1,August Rent ,1700,"Bachelor Seat Rent Nirala, Khulna Sadar",Khulna,8,Nirala,Bachelor Seat
"Tootpara, Khulna Sadar",0,1,July Rent ,3000,"Sublet Room Rent Tootpara, Khulna Sadar Room: 1, Bath: 1 To-let from:
                                July Rent : 3000 BDT Save Property Add to Compare",Khulna,7,Tootpara,Sublet
"Khulna Sadar, Khulna",2,2,August Rent ,11500,"Family House Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Family
"Nirala, Khulna Sadar",2,2,July Rent ,10000,"Family House Rent Nirala, Khulna Sadar",Khulna,7,Nirala,Family
"Bania Khamar, Khulna Sadar",1,1,August Rent ,1566,"Bachelor Seat Rent Bania Khamar, Khulna Sadar",Khulna,8,Bania Khamar,Bachelor Seat
"Sonadanga, Khulna",2,2,August Rent ,9000,"Family Flat Rent Sonadanga, Khulna",Khulna,8,Sonadanga,Family
"Khanjahan Ali, Khulna",1,1,August Rent ,1750,"Bachelor Seat Rent Khanjahan Ali, Khulna",Khulna,8,Khanjahan Ali,Bachelor Seat
"Boyra, Khulna Sadar",3,3,September Rent ,14000,"Family Flat Rent Boyra, Khulna Sadar",Khulna,9,Boyra,Family
"Nirala, Khulna Sadar",0,1,July Rent ,3000,"Sublet Room Rent Nirala, Khulna Sadar Room: 1, Bath: 1 To-let from:
                                July Rent : 3000 BDT Save Property Add to Compare",Khulna,7,Nirala,Sublet
"Moylapota, Khulna Sadar",1,1,August Rent ,2000,"Bachelor Seat Rent Moylapota, Khulna Sadar",Khulna,8,Moylapota,Bachelor Seat
"Khalishpur, Khulna",2,1,August Rent ,8500,"Family House Rent Khalishpur, Khulna",Khulna,8,Khalishpur,Family
"Khulna Sadar, Khulna",1,1,July Rent ,5500,"Family House Rent Khulna Sadar, Khulna",Khulna,7,Khulna Sadar,Family
"Sonadanga, Khulna",2,2,August Rent ,11000,"Family Flat Rent Sonadanga, Khulna",Khulna,8,Sonadanga,Family
"Gollamari, Khulna Sadar",2,1,July Rent ,5500,"Family House Rent Gollamari, Khulna Sadar",Khulna,7,Gollamari,Family
"Ikbalnogor, Khulna Sadar",2,1,August Rent ,6500,"Family House Rent Ikbalnogor, Khulna Sadar",Khulna,8,Ikbalnogor,Family
"Daulatpur, Khulna",1,1,August Rent ,1850,"Bachelor Seat Rent Daulatpur, Khulna",Khulna,8,Daulatpur,Bachelor Seat
"Boyra, Khulna Sadar",2,1,August Rent ,600,"Family House Rent Boyra, Khulna Sadar",Khulna,8,Boyra,Family
"Tootpara, Khulna Sadar",3,2,August Rent ,9000,"Family House Rent Tootpara, Khulna Sadar",Khulna,8,Tootpara,Family
"Mistrypara, Khulna Sadar",1,1,July Rent ,6200,"Family Flat Rent Mistrypara, Khulna Sadar",Khulna,7,Mistrypara,Family
"Khulna Sadar, Khulna",2,2,July Rent ,5500,"Family House Rent Khulna Sadar, Khulna",Khulna,7,Khulna Sadar,Family
"Sonadanga, Khulna",2,1,August Rent ,6500,"Family House Rent Sonadanga, Khulna",Khulna,8,Sonadanga,Family
"Khulna Sadar, Khulna",1,1,August Rent ,4000,"Family House Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Family
"Tootpara, Khulna Sadar",2,2,September Rent ,9000,"Family House Rent Tootpara, Khulna Sadar",Khulna,9,Tootpara,Family
"Khulna Sadar, Khulna",1,1,August Rent ,7000,"Family House Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Family
"Khulna Sadar, Khulna",2,1,August Rent ,5500,"Family Flat Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Family
"Sonadanga, Khulna",2,2,September Rent ,11000,"Family House Rent Sonadanga, Khulna",Khulna,9,Sonadanga,Family
"Boyra, Khulna Sadar",0,1,July Rent ,4250,"Sublet Room Rent Boyra, Khulna Sadar Room: 1, Bath: 1 To-let from:
                                July Rent : 4250 BDT Save Property Add to Compare",Khulna,7,Boyra,Sublet
"Khulna Sadar, Khulna",1,1,August Rent ,5300,"Family House Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Family
"Khulna Sadar, Khulna",1,1,August Rent ,2000,"Bachelor Seat Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Bachelor Seat
"Khulna Sadar, Khulna",1,1,August Rent ,2000,"Bachelor Seat Rent Khulna Sadar, Khulna",Khulna,8,Khulna Sadar,Bachelor Seat
"Sonadanga, Khulna",2,2,August Rent ,9000,"Family House Rent Sonadanga, Khulna",Khulna,8,Sonadanga,Family
"Khalishpur, Khulna",2,2,September Rent ,9000,"Family House Rent Khalishpur, Khulna",Khulna,9,Khalishpur,Family
